algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Dyna-Q,33,burst,9,600.0,680.1666666666666,4,1,6000,2,-6.2,300.0,1.0,1.0,486.30495743935,-193.86170922731662,0,24066,4799,11940
Dyna-Q,33,burst,10,660.0,113.66666666666667,5,0,0,1,-2.4807767293145133,300.0,0.3931361728517402,0.5801294548857522,544.463470207545,430.79680354087833,5384,6414,0,1025
Dyna-Q,33,burst,11,720.0,116.38333333333334,4,0,0,0,1.0,240.0,0.29393322049668974,0.0,415.22442914528153,298.8410958119482,6983,0,0,0
Dyna-Q,33,burst,12,780.0,114.53333333333333,4,1,0,2,0.8,300.0,0.2841299038872852,0.0,325.57210040169707,211.03876706836374,6873,0,0,0
Dyna-Q,33,burst,13,840.0,113.16666666666667,5,0,0,1,1.0,300.0,0.22311798288079368,0.0,262.2604702811879,149.09380361452122,6789,0,0,0
Dyna-Q,33,burst,14,900.0,113.63333333333334,4,0,0,0,1.0,240.0,0.2841108182509904,0.0,217.53232919683154,103.8989958634982,6819,0,0,0
Dyna-Q,33,burst,15,960.0,364.2,4,1,1,2,0.7998333333333334,300.0,0.9161261368649776,0.0,186.36263043778206,-177.83736956221793,21847,0,0,0
Dyna-Q,33,burst,16,1020.0,370.65,5,0,1,1,0.9998333333333334,300.0,0.7414164622842604,0.0,239.71384130644742,-130.93615869355256,22238,0,0,0
Dyna-Q,33,burst,17,1080.0,371.71666666666664,5,0,0,1,1.0,300.0,0.7454814041925097,0.0,278.9946889145132,-92.72197775215346,22306,0,0,0
Dyna-Q,33,burst,18,1140.0,365.98333333333335,5,0,0,1,1.0,300.0,0.73070907101074,0.0,306.8112822401592,-59.17205109317416,21961,0,0,0
Dyna-Q,33,burst,19,1200.0,117.63333333333334,5,0,0,1,1.0,300.0,0.23194812789085745,0.0,324.5628975681114,206.92956423477807,7058,0,0,0
Dyna-Q,33,burst,20,1260.0,116.8,4,0,0,0,1.0,240.0,0.2938017234787187,0.0,262.484028297678,145.68402829767797,7008,0,0,0
Dyna-Q,33,burst,21,1320.0,113.08333333333333,4,1,0,2,0.8,300.0,0.28323173381103856,0.0,218.77881980837458,105.69548647504125,6785,0,0,0
Dyna-Q,33,burst,22,1380.0,115.23333333333333,5,0,0,1,1.0,300.0,0.23317577794223857,0.0,187.07017386586222,71.83684053252888,6914,0,0,0
Dyna-Q,33,burst,23,1440.0,116.08333333333333,4,0,0,0,1.0,240.0,0.2889565366423094,0.0,165.51912170610353,49.435788372770205,6965,0,0,0
