algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Threshold baseline,11,recurring,20,1260.0,110.73333333333333,4,1,0,2,0.8,300.0,0.27866007614096683,0.0,267.61155389102476,156.8782205576914,6645,0,0,0
Threshold baseline,11,recurring,21,1320.0,111.13333333333334,5,0,0,1,1.0,300.0,0.22384276573688947,0.0,220.54808772371732,109.41475439038398,6667,0,0,0
Threshold baseline,11,recurring,22,1380.0,109.6,4,0,0,0,1.0,240.0,0.2757358831563787,0.0,187.7236614066021,78.12366140660211,6576,0,0,0
Threshold baseline,11,recurring,23,1440.0,112.03333333333333,4,0,0,1,1.2,240.0,0.2849534319387156,0.0,164.28656298462147,52.25322965128814,6719,0,0,0
Threshold baseline,11,burst,0,60.0,116.2,2,0,0,1,1.6,120.0,0.5751711176260378,0.0,113.75,-2.450000000000003,6972,0,0,0
Threshold baseline,11,burst,1,120.0,115.55,2,0,2,1,1.5996666666666668,120.0,0.583989296128353,0.0,114.485,-1.0649999999999977,6930,0,0,0
Threshold baseline,11,burst,2,180.0,114.48333333333333,2,0,0,1,1.6,120.0,0.5766237536640928,0.0,114.80449999999999,0.32116666666665594,6872,0,0,0
Threshold baseline,11,burst,3,240.0,116.3,2,0,0,1,1.6,120.0,0.5808071334089675,0.0,114.70814999999999,-1.591850000000008,6977,0,0,0
Threshold baseline,11,burst,4,300.0,115.53333333333333,2,0,4,1,1.5993333333333335,120.0,0.574791995793189,0.0,115.18570499999998,-0.347628333333347,6928,0,0,0
Threshold baseline,11,burst,5,360.0,115.36666666666666,2,0,0,1,1.6,120.0,0.5762451170247956,0.0,115.28999349999998,-0.07667316666668,6928,0,0,0
Threshold baseline,11,burst,6,420.0,682.1333333333333,2,0,5952,1,-5.384794647452393,120.0,0.9999960959343146,0.9987991079087322,115.31299544999997,-566.8203378833333,42,11917,4412,18603
Threshold baseline,11,burst,7,480.0,678.7333333333333,2,1,5974,2,-5.7956666666666665,180.0,1.0,1.0,285.35909681499993,-393.3742365183334,0,12046,4872,23784
Threshold baseline,11,burst,8,540.0,679.8166666666667,3,0,5995,1,-5.599166666666666,180.0,1.0,1.0,403.37136777049994,-276.4452988961668,0,18190,4850,17727
Threshold baseline,11,burst,9,600.0,680.1666666666666,3,1,5999,2,-5.999833333333333,240.0,1.0,1.0,486.30495743935,-193.86170922731662,0,18121,4869,17816
Threshold baseline,11,burst,10,660.0,113.66666666666667,4,0,0,1,-2.344497309102254,240.0,0.4529009117097298,0.5907495515170423,544.463470207545,430.79680354087833,5247,5624,0,1950
Threshold baseline,11,burst,11,720.0,116.38333333333334,4,0,0,1,1.2,240.0,0.29393322049668974,0.0,415.22442914528153,298.8410958119482,6983,0,0,0
Threshold baseline,11,burst,12,780.0,114.53333333333333,4,0,0,1,1.2,240.0,0.2841299038872852,0.0,325.57210040169707,211.03876706836374,6873,0,0,0
Threshold baseline,11,burst,13,840.0,113.16666666666667,3,0,0,0,1.2,180.0,0.3718633048013228,0.0,262.2604702811879,149.09380361452122,6789,0,0,0
Threshold baseline,11,burst,14,900.0,113.63333333333334,3,0,0,1,1.4,180.0,0.37881442433465384,0.0,217.53232919683154,103.8989958634982,6819,0,0,0
Threshold baseline,11,burst,15,960.0,364.2,3,0,3648,1,-5.14272886105159,180.0,0.9997720151220922,0.9891214768419317,186.36263043778206,-177.83736956221793,198,17730,0,273
Threshold baseline,11,burst,16,1020.0,370.65,3,1,3783,2,-5.6305,240.0,1.0,1.0,239.71384130644742,-130.93615869355256,0,17956,0,4148
Threshold baseline,11,burst,17,1080.0,371.71666666666664,4,0,2038,1,-5.139666666666667,240.0,1.0,1.0,278.9946889145132,-92.72197775215346,0,24040,0,7
Threshold baseline,11,burst,18,1140.0,365.98333333333335,4,1,0,2,-5.0385,300.0,0.9998747260340906,0.9730833333333333,306.8112822401592,-59.17205109317416,646,23354,0,0
Threshold baseline,11,burst,19,1200.0,117.63333333333334,5,0,0,1,1.0,300.0,0.23194812789085745,0.0,324.5628975681114,206.92956423477807,7058,0,0,0
Threshold baseline,11,burst,20,1260.0,116.8,5,0,0,1,1.0,300.0,0.23504137878297493,0.0,262.484028297678,145.68402829767797,7008,0,0,0
Threshold baseline,11,burst,21,1320.0,113.08333333333333,4,0,0,0,1.0,240.0,0.28323173381103856,0.0,218.77881980837458,105.69548647504125,6785,0,0,0
Threshold baseline,11,burst,22,1380.0,115.23333333333333,4,0,0,1,1.2,240.0,0.2914697224277982,0.0,187.07017386586222,71.83684053252888,6914,0,0,0
Threshold baseline,11,burst,23,1440.0,116.08333333333333,3,0,0,0,1.2,180.0,0.38527538218974594,0.0,165.51912170610353,49.435788372770205,6965,0,0,0
