algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Expected SARSA,33,recurring,9,600.0,160.85,4,0,0,1,1.2,240.0,0.39863195834171183,0.0,141.9793599233833,-18.870640076616695,9649,0,0,0
Expected SARSA,33,recurring,10,660.0,411.53333333333336,4,0,641,1,-4.4116150381150385,240.0,0.9989652357316217,0.9174636174636175,147.6405519463683,-263.89278138696505,1985,22065,0,0
Expected SARSA,33,recurring,11,720.0,384.31666666666666,4,0,40,1,-2.778179768949,240.0,0.9865128321017792,0.6619188503803889,226.8083863624578,-157.50828030420885,7999,15661,0,0
Expected SARSA,33,recurring,12,780.0,135.95,4,1,0,2,0.8,300.0,0.33941584421404797,0.0,274.06087045372044,138.11087045372045,8198,0,0,0
Expected SARSA,33,recurring,13,840.0,110.28333333333333,5,0,0,1,1.0,300.0,0.21897392164217536,0.0,232.62760931760428,122.34427598427095,6618,0,0,0
Expected SARSA,33,recurring,14,900.0,108.96666666666667,5,0,0,1,1.0,300.0,0.21388911722153542,0.0,195.92432652232299,86.95765985565632,6539,0,0,0
Expected SARSA,33,recurring,15,960.0,111.65,4,0,0,0,1.0,240.0,0.2827937399798614,0.0,169.83702856562607,58.187028565626065,6700,0,0,0
Expected SARSA,33,recurring,16,1020.0,110.21666666666667,4,0,0,1,1.2,240.0,0.2737903088121987,0.0,152.38091999593823,42.16425332927156,6612,0,0,0
Expected SARSA,33,recurring,17,1080.0,241.13333333333333,4,0,4,1,1.1993333333333334,240.0,0.6024886584863177,0.0,139.73164399715677,-101.40168933617656,14461,0,0,0
Expected SARSA,33,recurring,18,1140.0,452.2,4,0,3184,1,-5.178612558450234,240.0,1.0,0.9746576486305946,170.1521507980097,-282.0478492019903,607,23345,0,0
Expected SARSA,33,recurring,19,1200.0,297.5833333333333,4,0,0,1,-2.299572284003422,240.0,0.8740491279936237,0.5832620473339036,254.76650555860678,-42.816827774726534,8769,12273,0,0
Expected SARSA,33,recurring,20,1260.0,110.73333333333333,4,1,0,2,0.8,300.0,0.27866007614096683,0.0,267.61155389102476,156.8782205576914,6645,0,0,0
Expected SARSA,33,recurring,21,1320.0,111.13333333333334,5,0,0,1,1.0,300.0,0.22384276573688947,0.0,220.54808772371732,109.41475439038398,6667,0,0,0
Expected SARSA,33,recurring,22,1380.0,109.6,4,0,0,0,1.0,240.0,0.2757358831563787,0.0,187.7236614066021,78.12366140660211,6576,0,0,0
Expected SARSA,33,recurring,23,1440.0,112.03333333333333,4,0,0,1,1.2,240.0,0.2849534319387156,0.0,164.28656298462147,52.25322965128814,6719,0,0,0
Expected SARSA,33,burst,0,60.0,116.2,2,1,0,2,1.2,180.0,0.5751711176260378,0.0,113.75,-2.450000000000003,6972,0,0,0
Expected SARSA,33,burst,1,120.0,115.55,3,0,0,1,1.4,180.0,0.3894668275167288,0.0,114.485,-1.0649999999999977,6934,0,0,0
Expected SARSA,33,burst,2,180.0,114.48333333333333,2,0,0,0,1.4000000000000001,120.0,0.5764128085173527,0.0,114.80449999999999,0.32116666666665594,6868,0,0,0
Expected SARSA,33,burst,3,240.0,116.3,2,1,0,2,1.2,180.0,0.5808071334089675,0.0,114.70814999999999,-1.591850000000008,6977,0,0,0
Expected SARSA,33,burst,4,300.0,115.53333333333333,3,0,0,1,1.4,180.0,0.38331901368014326,0.0,115.18570499999998,-0.347628333333347,6931,0,0,0
Expected SARSA,33,burst,5,360.0,115.36666666666666,3,1,0,2,1.0,240.0,0.38403906153184675,0.0,115.28999349999998,-0.07667316666668,6925,0,0,0
Expected SARSA,33,burst,6,420.0,682.1333333333333,4,0,5954,1,-5.7669401391669055,240.0,0.9999670505776594,0.9957678009722619,115.31299544999997,-566.8203378833333,148,23758,3420,7644
Expected SARSA,33,burst,7,480.0,678.7333333333333,4,0,5973,1,-5.7955,240.0,1.0,1.0,285.35909681499993,-393.3742365183334,0,24021,4854,11830
Expected SARSA,33,burst,8,540.0,679.8166666666667,4,1,5995,2,-6.199166666666667,300.0,1.0,1.0,403.37136777049994,-276.4452988961668,0,24251,4858,11658
Expected SARSA,33,burst,9,600.0,680.1666666666666,5,0,5995,1,-5.9991666666666665,300.0,1.0,1.0,486.30495743935,-193.86170922731662,0,30020,4817,5972
Expected SARSA,33,burst,10,660.0,113.66666666666667,5,0,0,1,-2.4893517435057335,300.0,0.39536855955491734,0.5815586239176223,544.463470207545,430.79680354087833,5364,6503,0,952
Expected SARSA,33,burst,11,720.0,116.38333333333334,5,0,0,1,1.0,300.0,0.23514657639735181,0.0,415.22442914528153,298.8410958119482,6983,0,0,0
Expected SARSA,33,burst,12,780.0,114.53333333333333,4,0,0,0,1.0,240.0,0.2841299038872852,0.0,325.57210040169707,211.03876706836374,6873,0,0,0
Expected SARSA,33,burst,13,840.0,113.16666666666667,4,0,0,1,1.2,240.0,0.2788974786009921,0.0,262.2604702811879,149.09380361452122,6789,0,0,0
Expected SARSA,33,burst,14,900.0,113.63333333333334,4,0,0,1,1.2,240.0,0.2841108182509904,0.0,217.53232919683154,103.8989958634982,6819,0,0,0
Expected SARSA,33,burst,15,960.0,364.2,4,0,1,1,1.1998333333333333,240.0,0.9161261368649776,0.0,186.36263043778206,-177.83736956221793,21847,0,0,0
Expected SARSA,33,burst,16,1020.0,370.65,4,1,9,2,0.7985,300.0,0.9265521809369294,0.0,239.71384130644742,-130.93615869355256,22231,0,0,0
Expected SARSA,33,burst,17,1080.0,371.71666666666664,5,0,0,1,1.0,300.0,0.7456561217272266,0.0,278.9946889145132,-92.72197775215346,22313,0,0,0
Expected SARSA,33,burst,18,1140.0,365.98333333333335,5,0,0,1,1.0,300.0,0.73070907101074,0.0,306.8112822401592,-59.17205109317416,21961,0,0,0
Expected SARSA,33,burst,19,1200.0,117.63333333333334,5,0,0,1,1.0,300.0,0.23194812789085745,0.0,324.5628975681114,206.92956423477807,7058,0,0,0
Expected SARSA,33,burst,20,1260.0,116.8,5,0,0,1,1.0,300.0,0.23504137878297493,0.0,262.484028297678,145.68402829767797,7008,0,0,0
Expected SARSA,33,burst,21,1320.0,113.08333333333333,4,0,0,0,1.0,240.0,0.28323173381103856,0.0,218.77881980837458,105.69548647504125,6785,0,0,0
Expected SARSA,33,burst,22,1380.0,115.23333333333333,4,0,0,1,1.2,240.0,0.2914697224277982,0.0,187.07017386586222,71.83684053252888,6914,0,0,0
Expected SARSA,33,burst,23,1440.0,116.08333333333333,4,0,0,1,1.2,240.0,0.2889565366423094,0.0,165.51912170610353,49.435788372770205,6965,0,0,0
