algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Expected SARSA,11,burst,10,660.0,113.66666666666667,4,0,0,1,-2.344497309102254,240.0,0.4529009117097298,0.5907495515170423,544.463470207545,430.79680354087833,5247,5624,0,1950
Expected SARSA,11,burst,11,720.0,116.38333333333334,3,0,0,0,1.2,180.0,0.391910960662253,0.0,415.22442914528153,298.8410958119482,6983,0,0,0
Expected SARSA,11,burst,12,780.0,114.53333333333333,2,0,0,0,1.4000000000000001,120.0,0.5682598077745704,0.0,325.57210040169707,211.03876706836374,6873,0,0,0
Expected SARSA,11,burst,13,840.0,113.16666666666667,2,0,0,1,1.6,120.0,0.5577949572019842,0.0,262.2604702811879,149.09380361452122,6789,0,0,0
Expected SARSA,11,burst,14,900.0,113.63333333333334,2,0,0,1,1.6,120.0,0.5682216365019808,0.0,217.53232919683154,103.8989958634982,6819,0,0,0
Expected SARSA,11,burst,15,960.0,364.2,2,0,3653,1,-4.9874012291403345,120.0,0.9998709483438575,0.9964279826345002,186.36263043778206,-177.83736956221793,65,11961,0,6171
Expected SARSA,11,burst,16,1020.0,370.65,2,1,3786,2,-5.431,180.0,1.0,1.0,239.71384130644742,-130.93615869355256,0,11871,0,10235
Expected SARSA,11,burst,17,1080.0,371.71666666666664,3,0,3732,1,-5.2219999999999995,180.0,1.0,1.0,278.9946889145132,-92.72197775215346,0,18070,0,4286
Expected SARSA,11,burst,18,1140.0,365.98333333333335,3,1,3615,2,-5.6025,240.0,1.0,1.0,306.8112822401592,-59.17205109317416,0,17991,0,4085
Expected SARSA,11,burst,19,1200.0,117.63333333333334,4,0,0,1,-1.7131615925058548,240.0,0.4392241045354401,0.48552693208430914,324.5628975681114,206.92956423477807,5492,5179,0,4
Expected SARSA,11,burst,20,1260.0,116.8,3,0,0,0,1.2,180.0,0.39173563130495825,0.0,262.484028297678,145.68402829767797,7008,0,0,0
Expected SARSA,11,burst,21,1320.0,113.08333333333333,2,0,0,0,1.4000000000000001,120.0,0.5664634676220771,0.0,218.77881980837458,105.69548647504125,6785,0,0,0
Expected SARSA,11,burst,22,1380.0,115.23333333333333,2,0,0,1,1.6,120.0,0.5829394448555963,0.0,187.07017386586222,71.83684053252888,6914,0,0,0
Expected SARSA,11,burst,23,1440.0,116.08333333333333,2,0,0,1,1.6,120.0,0.5779130732846188,0.0,165.51912170610353,49.435788372770205,6965,0,0,0
