algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Dyna-Q,55,recurring,9,600.0,160.85,1,0,1565,1,-4.460833333333333,60.0,1.0,1.0,141.9793599233833,-18.870640076616695,0,6127,0,3057
Dyna-Q,55,recurring,10,660.0,411.53333333333336,1,1,4007,2,-5.267833333333334,120.0,1.0,1.0,147.6405519463683,-263.89278138696505,0,5936,0,16314
Dyna-Q,55,recurring,11,720.0,384.31666666666666,2,0,3793,1,-5.032166666666667,120.0,1.0,1.0,226.8083863624578,-157.50828030420885,0,12069,0,11203
Dyna-Q,55,recurring,12,780.0,135.95,2,0,1,1,-2.4418437944597877,120.0,0.8415555343666569,0.6736128546321868,274.06087045372044,138.11087045372045,3900,6283,0,1766
Dyna-Q,55,recurring,13,840.0,110.28333333333333,2,0,0,1,1.6,120.0,0.5474904399093475,0.0,232.62760931760428,122.34427598427095,6618,0,0,0
Dyna-Q,55,recurring,14,900.0,108.96666666666667,2,0,0,1,1.6,120.0,0.5347227930538385,0.0,195.92432652232299,86.95765985565632,6539,0,0,0
Dyna-Q,55,recurring,15,960.0,111.65,1,0,799,0,-4.440624293785311,60.0,0.9994861270708668,0.9845762711864406,169.83702856562607,58.187028565626065,91,5809,0,0
Dyna-Q,55,recurring,16,1020.0,110.21666666666667,1,0,1085,1,-4.380833333333333,60.0,1.0,1.0,152.38091999593823,42.16425332927156,0,6007,0,320
Dyna-Q,55,recurring,17,1080.0,241.13333333333333,1,0,2438,1,-4.606333333333334,60.0,1.0,1.0,139.73164399715677,-101.40168933617656,0,5976,0,7139
Dyna-Q,55,recurring,18,1140.0,452.2,1,1,4519,2,-5.3531666666666675,120.0,1.0,1.0,170.1521507980097,-282.0478492019903,0,5982,0,19069
Dyna-Q,55,recurring,19,1200.0,297.5833333333333,2,0,3017,1,-4.902833333333334,120.0,1.0,1.0,254.76650555860678,-42.816827774726534,0,11989,0,7367
Dyna-Q,55,recurring,20,1260.0,110.73333333333333,2,0,0,1,-1.7058056504191244,120.0,0.7233985824430155,0.5509676084031874,267.61155389102476,156.8782205576914,4339,4300,0,1024
Dyna-Q,55,recurring,21,1320.0,111.13333333333334,2,0,0,1,1.6,120.0,0.5596069143422236,0.0,220.54808772371732,109.41475439038398,6667,0,0,0
Dyna-Q,55,recurring,22,1380.0,109.6,1,0,616,0,-4.352666666666667,60.0,0.9986888192110844,0.975,187.7236614066021,78.12366140660211,149,5811,0,0
Dyna-Q,55,recurring,23,1440.0,112.03333333333333,1,0,1142,1,-4.390333333333333,60.0,1.0,1.0,164.28656298462147,52.25322965128814,0,5949,0,247
Dyna-Q,55,burst,0,60.0,116.2,1,0,917,0,-4.438877924580237,60.0,0.9990541992451918,0.9810074318744839,113.75,-2.450000000000003,115,5940,0,0
Dyna-Q,55,burst,1,120.0,115.55,1,0,1106,1,-4.384333333333333,60.0,1.0,1.0,114.485,-1.0649999999999977,0,5962,0,782
Dyna-Q,55,burst,2,180.0,114.48333333333333,1,0,1119,1,-4.3865,60.0,1.0,1.0,114.80449999999999,0.32116666666665594,0,5804,0,1052
Dyna-Q,55,burst,3,240.0,116.3,1,0,1148,1,-4.391333333333334,60.0,1.0,1.0,114.70814999999999,-1.591850000000008,0,6072,0,877
Dyna-Q,55,burst,4,300.0,115.53333333333333,1,0,1212,1,-4.402,60.0,1.0,1.0,115.18570499999998,-0.347628333333347,0,5979,0,889
Dyna-Q,55,burst,5,360.0,115.36666666666666,1,0,1180,1,-4.3966666666666665,60.0,1.0,1.0,115.28999349999998,-0.07667316666668,0,5941,0,1013
Dyna-Q,55,burst,6,420.0,682.1333333333333,1,0,6000,1,-5.2,60.0,1.0,1.0,115.31299544999997,-566.8203378833333,0,6049,4900,25159
