algorithm,seed,trace,step,time_seconds,arrival_rate,active_instances,pending_startup,queue_length,action,reward,instance_seconds,utilization,sla_violation_fraction,forecast_used,forecast_error,timely_completions,late_completions,rejections,timeouts
Dyna-Q,22,ramp,11,720.0,424.21666666666664,3,0,4321,1,-5.320166666666666,180.0,1.0,1.0,282.40252778771946,-141.81413887894718,0,18151,0,6809
Dyna-Q,22,ramp,12,780.0,437.8,3,0,4307,1,-5.317833333333333,180.0,1.0,1.0,324.9467694514036,-112.8532305485964,0,18058,0,8224
Dyna-Q,22,ramp,13,840.0,435.1333333333333,3,1,4341,2,-5.7235000000000005,240.0,1.0,1.0,358.80273861598255,-76.33059471735078,0,17863,0,8211
Dyna-Q,22,ramp,14,900.0,435.6666666666667,4,0,4283,1,-5.513833333333333,240.0,1.0,1.0,381.70191703118775,-53.96474963547894,0,23931,0,2266
Dyna-Q,22,ramp,15,960.0,433.2,4,1,4348,2,-5.924666666666667,300.0,1.0,1.0,397.8913419218314,-35.308658078168605,0,24499,0,1428
Dyna-Q,22,ramp,16,1020.0,395.46666666666664,5,0,0,1,-3.420287790283516,300.0,0.9394817981883883,0.7367146317139194,408.48393934528195,13.017272678615313,7392,20684,0,0
Dyna-Q,22,ramp,17,1080.0,358.26666666666665,5,0,0,1,1.0,300.0,0.719786784098413,0.0,404.5787575416973,46.31209087503066,21497,0,0,0
Dyna-Q,22,ramp,18,1140.0,313.35,5,0,0,1,1.0,300.0,0.6291032020576707,0.0,390.6851302791881,77.33513027918809,18804,0,0,0
Dyna-Q,22,ramp,19,1200.0,272.35,4,0,0,0,1.0,240.0,0.690749476794313,0.0,367.4845911954317,95.13459119543165,16339,0,0,0
Dyna-Q,22,ramp,20,1260.0,230.51666666666668,4,1,0,2,0.8,300.0,0.5800585945532466,0.0,338.94421383680213,108.42754717013545,13831,0,0,0
Dyna-Q,22,ramp,21,1320.0,193.7,5,0,0,1,1.0,300.0,0.3842333143796138,0.0,306.41594968576146,112.71594968576147,11624,0,0,0
Dyna-Q,22,ramp,22,1380.0,151.48333333333332,5,0,0,1,1.0,300.0,0.2992457396267605,0.0,272.601164780033,121.11783144669968,9087,0,0,0
Dyna-Q,22,ramp,23,1440.0,110.65,5,0,0,1,1.0,300.0,0.22723966389332947,0.0,236.2658153460231,125.61581534602308,6640,0,0,0
Dyna-Q,22,recurring,0,60.0,108.66666666666667,1,0,610,0,-4.282377326565144,60.0,0.9997531325691421,0.9634517766497462,107.48333333333333,-1.1833333333333371,216,5694,0,0
Dyna-Q,22,recurring,1,120.0,112.33333333333333,1,0,1106,1,-4.384333333333333,60.0,1.0,1.0,107.83833333333334,-4.49499999999999,0,5946,0,298
Dyna-Q,22,recurring,2,180.0,338.85,1,0,3426,1,-4.771,60.0,1.0,1.0,109.18683333333334,-229.66316666666668,0,6135,0,11876
Dyna-Q,22,recurring,3,240.0,444.43333333333334,1,1,4407,2,-5.3345,120.0,1.0,1.0,178.08578333333332,-266.34755,0,6037,0,19648
Dyna-Q,22,recurring,4,300.0,204.58333333333334,2,0,1997,1,-4.732833333333334,120.0,1.0,1.0,257.99004833333333,53.40671499999999,0,11916,0,2768
Dyna-Q,22,recurring,5,360.0,111.65,2,0,0,1,-1.40517419799931,120.0,0.7209781873752822,0.5008623663332183,241.96803383333332,130.31803383333332,4341,4300,0,56
Dyna-Q,22,recurring,6,420.0,111.48333333333333,1,0,648,0,-4.289493130276444,60.0,0.9979053979067487,0.9635821883794073,202.87262368333333,91.38929035,220,5821,0,0
Dyna-Q,22,recurring,7,480.0,109.6,1,0,1075,1,-4.379166666666666,60.0,1.0,1.0,175.4558365783333,65.85583657833331,0,5881,0,268
Dyna-Q,22,recurring,8,540.0,109.96666666666667,1,0,1098,1,-4.383,60.0,1.0,1.0,155.6990856048333,45.73241893816663,0,5973,0,602
Dyna-Q,22,recurring,9,600.0,160.85,1,0,1565,1,-4.460833333333333,60.0,1.0,1.0,141.9793599233833,-18.870640076616695,0,6127,0,3057
Dyna-Q,22,recurring,10,660.0,411.53333333333336,1,0,4007,1,-4.8678333333333335,60.0,1.0,1.0,147.6405519463683,-263.89278138696505,0,5936,0,16314
Dyna-Q,22,recurring,11,720.0,384.31666666666666,1,1,3795,2,-5.232500000000001,120.0,1.0,1.0,226.8083863624578,-157.50828030420885,0,6048,0,17223
Dyna-Q,22,recurring,12,780.0,135.95,2,0,1,1,-2.442007670850767,120.0,0.8415555343666569,0.6736401673640168,274.06087045372044,138.11087045372045,3900,6282,0,1768
Dyna-Q,22,recurring,13,840.0,110.28333333333333,2,0,0,1,1.6,120.0,0.5474904399093475,0.0,232.62760931760428,122.34427598427095,6618,0,0,0
Dyna-Q,22,recurring,14,900.0,108.96666666666667,2,1,0,2,1.2,180.0,0.5347227930538385,0.0,195.92432652232299,86.95765985565632,6539,0,0,0
Dyna-Q,22,recurring,15,960.0,111.65,3,0,0,1,1.4,180.0,0.37705831997314854,0.0,169.83702856562607,58.187028565626065,6700,0,0,0
Dyna-Q,22,recurring,16,1020.0,110.21666666666667,3,1,0,2,1.0,240.0,0.36505374508293154,0.0,152.38091999593823,42.16425332927156,6612,0,0,0
Dyna-Q,22,recurring,17,1080.0,241.13333333333333,4,0,4,1,1.1993333333333334,240.0,0.6024886584863177,0.0,139.73164399715677,-101.40168933617656,14461,0,0,0
Dyna-Q,22,recurring,18,1140.0,452.2,4,0,3184,1,-5.178612558450234,240.0,1.0,0.9746576486305946,170.1521507980097,-282.0478492019903,607,23345,0,0
Dyna-Q,22,recurring,19,1200.0,297.5833333333333,4,1,0,2,-2.699572284003422,300.0,0.8740491279936237,0.5832620473339036,254.76650555860678,-42.816827774726534,8769,12273,0,0
Dyna-Q,22,recurring,20,1260.0,110.73333333333333,5,0,0,1,1.0,300.0,0.22292806091277348,0.0,267.61155389102476,156.8782205576914,6645,0,0,0
Dyna-Q,22,recurring,21,1320.0,111.13333333333334,5,0,0,1,1.0,300.0,0.22384276573688947,0.0,220.54808772371732,109.41475439038398,6667,0,0,0
Dyna-Q,22,recurring,22,1380.0,109.6,5,0,0,1,1.0,300.0,0.22058870652510298,0.0,187.7236614066021,78.12366140660211,6576,0,0,0
Dyna-Q,22,recurring,23,1440.0,112.03333333333333,5,0,0,1,1.0,300.0,0.2279739240241535,0.0,164.28656298462147,52.25322965128814,6719,0,0,0
Dyna-Q,22,burst,0,60.0,116.2,1,0,917,0,-4.438877924580237,60.0,0.9990541992451918,0.9810074318744839,113.75,-2.450000000000003,115,5940,0,0
Dyna-Q,22,burst,1,120.0,115.55,1,0,1106,1,-4.384333333333333,60.0,1.0,1.0,114.485,-1.0649999999999977,0,5962,0,782
Dyna-Q,22,burst,2,180.0,114.48333333333333,1,0,1119,1,-4.3865,60.0,1.0,1.0,114.80449999999999,0.32116666666665594,0,5804,0,1052
Dyna-Q,22,burst,3,240.0,116.3,1,0,1148,1,-4.391333333333334,60.0,1.0,1.0,114.70814999999999,-1.591850000000008,0,6072,0,877
Dyna-Q,22,burst,4,300.0,115.53333333333333,1,0,1212,1,-4.402,60.0,1.0,1.0,115.18570499999998,-0.347628333333347,0,5979,0,889
Dyna-Q,22,burst,5,360.0,115.36666666666666,1,0,1180,1,-4.3966666666666665,60.0,1.0,1.0,115.28999349999998,-0.07667316666668,0,5941,0,1013
Dyna-Q,22,burst,6,420.0,682.1333333333333,1,0,6000,1,-5.2,60.0,1.0,1.0,115.31299544999997,-566.8203378833333,0,6049,4900,25159
Dyna-Q,22,burst,7,480.0,678.7333333333333,1,1,6000,2,-5.6000000000000005,120.0,1.0,1.0,285.35909681499993,-393.3742365183334,0,5923,4690,30111
Dyna-Q,22,burst,8,540.0,679.8166666666667,2,0,6000,1,-5.4,120.0,1.0,1.0,403.37136777049994,-276.4452988961668,0,12075,4716,23997
Dyna-Q,22,burst,9,600.0,680.1666666666666,2,1,6000,2,-5.8,180.0,1.0,1.0,486.30495743935,-193.86170922731662,0,12021,4836,23953
Dyna-Q,22,burst,10,660.0,113.66666666666667,3,0,0,1,-2.262896809921223,180.0,0.5483689829686266,0.6104828016535372,544.463470207545,430.79680354087833,4994,4861,0,2966
Dyna-Q,22,burst,11,720.0,116.38333333333334,3,1,0,2,1.0,240.0,0.391910960662253,0.0,415.22442914528153,298.8410958119482,6983,0,0,0
Dyna-Q,22,burst,12,780.0,114.53333333333333,4,0,0,1,1.2,240.0,0.2841299038872852,0.0,325.57210040169707,211.03876706836374,6873,0,0,0
Dyna-Q,22,burst,13,840.0,113.16666666666667,3,0,0,0,1.2,180.0,0.3718633048013228,0.0,262.2604702811879,149.09380361452122,6789,0,0,0
Dyna-Q,22,burst,14,900.0,113.63333333333334,3,1,0,2,1.0,240.0,0.37881442433465384,0.0,217.53232919683154,103.8989958634982,6819,0,0,0
Dyna-Q,22,burst,15,960.0,364.2,4,0,1,1,1.1998333333333333,240.0,0.9161261368649776,0.0,186.36263043778206,-177.83736956221793,21847,0,0,0
Dyna-Q,22,burst,16,1020.0,370.65,4,1,9,2,0.7985,300.0,0.9265521809369294,0.0,239.71384130644742,-130.93615869355256,22231,0,0,0
Dyna-Q,22,burst,17,1080.0,371.71666666666664,5,0,0,1,1.0,300.0,0.7456561217272266,0.0,278.9946889145132,-92.72197775215346,22313,0,0,0
Dyna-Q,22,burst,18,1140.0,365.98333333333335,5,0,0,1,1.0,300.0,0.73070907101074,0.0,306.8112822401592,-59.17205109317416,21961,0,0,0
Dyna-Q,22,burst,19,1200.0,117.63333333333334,5,0,0,1,1.0,300.0,0.23194812789085745,0.0,324.5628975681114,206.92956423477807,7058,0,0,0
Dyna-Q,22,burst,20,1260.0,116.8,5,0,0,1,1.0,300.0,0.23504137878297493,0.0,262.484028297678,145.68402829767797,7008,0,0,0
Dyna-Q,22,burst,21,1320.0,113.08333333333333,5,0,0,1,1.0,300.0,0.22658538704883086,0.0,218.77881980837458,105.69548647504125,6785,0,0,0
Dyna-Q,22,burst,22,1380.0,115.23333333333333,5,0,0,1,1.0,300.0,0.23317577794223857,0.0,187.07017386586222,71.83684053252888,6914,0,0,0
Dyna-Q,22,burst,23,1440.0,116.08333333333333,5,0,0,1,1.0,300.0,0.23116522931384756,0.0,165.51912170610353,49.435788372770205,6965,0,0,0
