algorithm,seed,episode,mean_reward,epsilon
Predictive Q-Learning,44,5,0.5742888561362458,0.7048302872062664
Predictive Q-Learning,44,6,0.05583828395636211,0.6453002610966058
Predictive Q-Learning,44,7,-1.4172264520443827,0.5857702349869451
Predictive Q-Learning,44,8,1.0592719235762438,0.5262402088772846
Predictive Q-Learning,44,9,-1.210880001990431,0.466710182767624
Predictive Q-Learning,44,10,0.2583671283825358,0.4071801566579635
Predictive Q-Learning,44,11,-0.88950479111764,0.34765013054830296
Predictive Q-Learning,44,12,-2.3290084681508976,0.28812010443864233
Predictive Q-Learning,44,13,-2.446887072655176,0.22859007832898182
Predictive Q-Learning,44,14,-0.4262140645171688,0.1690600522193212
Predictive Q-Learning,44,15,-0.9114062203311984,0.10953002610966056
Predictive Q-Learning,44,16,0.30376910065460705,0.050000000000000044
Predictive Q-Learning,44,17,1.3499861111111109,0.050000000000000044
Predictive Q-Learning,44,18,-1.3609986320007463,0.050000000000000044
Predictive Q-Learning,44,19,0.8151800805738524,0.050000000000000044
Predictive Q-Learning,44,20,0.20867431879591777,0.050000000000000044
Predictive Q-Learning,55,1,1.1416180555555557,0.9429503916449086
Predictive Q-Learning,55,2,0.15474126705950084,0.883420365535248
Predictive Q-Learning,55,3,-0.32217716289846215,0.8238903394255874
Predictive Q-Learning,55,4,1.0662653147737082,0.7643603133159269
Predictive Q-Learning,55,5,-1.144588139174078,0.7048302872062664
Predictive Q-Learning,55,6,-3.2680738512392993,0.6453002610966058
Predictive Q-Learning,55,7,-1.7799041931820725,0.5857702349869451
Predictive Q-Learning,55,8,1.2195686030750756,0.5262402088772846
Predictive Q-Learning,55,9,-1.4173519082587653,0.466710182767624
Predictive Q-Learning,55,10,1.2056086782483308,0.4071801566579635
Predictive Q-Learning,55,11,1.2,0.34765013054830296
Predictive Q-Learning,55,12,0.245517655177082,0.28812010443864233
Predictive Q-Learning,55,13,0.34731328340769063,0.22859007832898182
Predictive Q-Learning,55,14,0.005166679314470716,0.1690600522193212
Predictive Q-Learning,55,15,-0.727154269662717,0.10953002610966056
Predictive Q-Learning,55,16,-1.3793919658439018,0.050000000000000044
Predictive Q-Learning,55,17,-0.2098210990740718,0.050000000000000044
Predictive Q-Learning,55,18,-0.5310214362083788,0.050000000000000044
Predictive Q-Learning,55,19,0.009382943004027497,0.050000000000000044
Predictive Q-Learning,55,20,0.8779488248920438,0.050000000000000044
